"DiseaseMapID","ICD10","Condition"
3551,"F15220","Drugs"
3552,"F15221","Drugs"
3553,"F15222","Drugs"
3554,"F15229","Drugs"
3555,"F1523","Drugs"
3556,"F1524","Drugs"
3557,"F15250","Drugs"
3558,"F15251","Drugs"
3559,"F15259","Drugs"
3560,"F15280","Drugs"
3561,"F15281","Drugs"
3562,"F15282","Drugs"
3563,"F15288","Drugs"
3564,"F1529","Drugs"
3565,"F1590","Drugs"
3566,"F15922","Drugs"
3567,"F1593","Drugs"
3568,"F1594","Drugs"
3569,"F15959","Drugs"
3570,"F15980","Drugs"
3571,"F15981","Drugs"
3572,"F15982","Drugs"
3573,"F15988","Drugs"
3574,"F1599","Drugs"
3575,"F1610","Drugs"
3576,"F16120","Drugs"
3577,"F16122","Drugs"
3578,"F1614","Drugs"
3579,"F16159","Drugs"
3580,"F16180","Drugs"
3581,"F16183","Drugs"
3582,"F16188","Drugs"
3583,"F1619","Drugs"
3584,"F1620","Drugs"
3585,"F1621","Drugs"
3586,"F16220","Drugs"
3587,"F16221","Drugs"
3588,"F16229","Drugs"
3589,"F1624","Drugs"
3590,"F16250","Drugs"
3591,"F16251","Drugs"
3592,"F16259","Drugs"
3593,"F16280","Drugs"
3594,"F16283","Drugs"
3595,"F16288","Drugs"
3596,"F1629","Drugs"
3597,"F1690","Drugs"
3598,"F1694","Drugs"
3599,"F16959","Drugs"
3600,"F16980","Drugs"
3601,"F16983","Drugs"
3602,"F16988","Drugs"
3603,"F1699","Drugs"
3604,"F1810","Drugs"
3605,"F18120","Drugs"
3606,"F1814","Drugs"
3607,"F18159","Drugs"
3608,"F1817","Drugs"
3609,"F18180","Drugs"
3610,"F18188","Drugs"
3611,"F1819","Drugs"
3612,"F1820","Drugs"
3613,"F1821","Drugs"
3614,"F18220","Drugs"
3615,"F18221","Drugs"
3616,"F18229","Drugs"
3617,"F1824","Drugs"
3618,"F18250","Drugs"
3619,"F18251","Drugs"
3620,"F18259","Drugs"
3621,"F1827","Drugs"
3622,"F18280","Drugs"
3623,"F18288","Drugs"
3624,"F1829","Drugs"
3625,"F1890","Drugs"
3626,"F1894","Drugs"
3627,"F18959","Drugs"
3628,"F1897","Drugs"
3629,"F18980","Drugs"
3630,"F18988","Drugs"
3631,"F1899","Drugs"
3632,"F1910","Drugs"
3633,"F19120","Drugs"
3634,"F19122","Drugs"
3635,"F1914","Drugs"
3636,"F19159","Drugs"
3637,"F1916","Drugs"
3638,"F1917","Drugs"
3639,"F19180","Drugs"
3640,"F19181","Drugs"
3641,"F19182","Drugs"
3642,"F19188","Drugs"
3643,"F1919","Drugs"
3644,"F1920","Drugs"
3645,"F1921","Drugs"
3646,"F19220","Drugs"
3647,"F19221","Drugs"
3648,"F19222","Drugs"
3649,"F19229","Drugs"
3650,"F19230","Drugs"
3651,"F19231","Drugs"
3652,"F19232","Drugs"
3653,"F19239","Drugs"
3654,"F1924","Drugs"
3655,"F19250","Drugs"
3656,"F19251","Drugs"
3657,"F19259","Drugs"
3658,"F1926","Drugs"
3659,"F1927","Drugs"
3660,"F19280","Drugs"
3661,"F19281","Drugs"
3662,"F19282","Drugs"
3663,"F19288","Drugs"
3664,"F1929","Drugs"
3665,"F1990","Drugs"
3666,"F19922","Drugs"
3667,"F19930","Drugs"
3668,"F19931","Drugs"
3669,"F19932","Drugs"
3670,"F19939","Drugs"
3671,"F1994","Drugs"
3672,"F19959","Drugs"
3673,"F1996","Drugs"
3674,"F1997","Drugs"
3675,"F19980","Drugs"
3676,"F19981","Drugs"
3677,"F19982","Drugs"
3678,"F19988","Drugs"
3679,"F1999","Drugs"
3680,"F550","Drugs"
3681,"F551","Drugs"
3682,"F552","Drugs"
3683,"F553","Drugs"
3684,"F554","Drugs"
3685,"F558","Drugs"
3686,"O99320","Drugs"
3687,"O99321","Drugs"
3688,"O99322","Drugs"
3689,"O99323","Drugs"
3690,"O99324","Drugs"
3691,"O99325","Drugs"
3343,"B20","HIV"
3344,"B21","HIV"
3345,"B22","HIV"
3346,"B24","HIV"
3390,"I10","Hypertension"
3391,"O10011","Hypertension"
3392,"O10012","Hypertension"
3393,"O10013","Hypertension"
3394,"O10019","Hypertension"
3395,"O1002","Hypertension"
3396,"O1003","Hypertension"
3397,"O10911","Hypertension"
3398,"O10912","Hypertension"
3399,"O10913","Hypertension"
3400,"O10919","Hypertension"
3401,"O1092","Hypertension"
3402,"O1093","Hypertension"
1540,"B18","LiverMild"
1541,"B180","LiverMild"
1542,"B181","LiverMild"
1543,"B182","LiverMild"
1544,"B188","LiverMild"
1545,"B189","LiverMild"
1546,"K700","LiverMild"
1547,"K701","LiverMild"
1548,"K7010","LiverMild"
1549,"K7011","LiverMild"
1550,"K702","LiverMild"
1551,"K703","LiverMild"
1552,"K7030","LiverMild"
1553,"K7031","LiverMild"
1554,"K709","LiverMild"
1555,"K713","LiverMild"
1556,"K714","LiverMild"
1557,"K715","LiverMild"
1558,"K7150","LiverMild"
1559,"K7151","LiverMild"
1560,"K717","LiverMild"
1561,"K73","LiverMild"
1562,"K730","LiverMild"
1563,"K731","LiverMild"
1564,"K732","LiverMild"
1565,"K738","LiverMild"
1566,"K739","LiverMild"
1567,"K74","LiverMild"
1568,"K740","LiverMild"
1569,"K741","LiverMild"
1570,"K742","LiverMild"
1571,"K743","LiverMild"
1572,"K744","LiverMild"
1573,"K745","LiverMild"
1574,"K746","LiverMild"
1575,"K7460","LiverMild"
1576,"K7469","LiverMild"
1577,"K760","LiverMild"
1578,"K762","LiverMild"
1579,"K763","LiverMild"
1580,"K764","LiverMild"
1581,"K768","LiverMild"
1582,"K7681","LiverMild"
1583,"K7689","LiverMild"
1584,"K769","LiverMild"
1585,"Z944","LiverMild"
3260,"I850","LiverSevere"
3261,"I8500","LiverSevere"
3262,"I8501","LiverSevere"
3263,"I859","LiverSevere"
3264,"I864","LiverSevere"
3265,"I982","LiverSevere"
3266,"K704","LiverSevere"
3267,"K7040","LiverSevere"
3268,"K7041","LiverSevere"
3269,"K711","LiverSevere"
3270,"K7110","LiverSevere"
3271,"K7111","LiverSevere"
3272,"K721","LiverSevere"
3273,"K7210","LiverSevere"
3274,"K7211","LiverSevere"
3275,"K729","LiverSevere"
3276,"K7290","LiverSevere"
3277,"K7291","LiverSevere"
3278,"K765","LiverSevere"
3279,"K766","LiverSevere"
3280,"K767","LiverSevere"
3281,"C77","Metastatic_solid_tumour"
3282,"C770","Metastatic_solid_tumour"
3283,"C771","Metastatic_solid_tumour"
3284,"C772","Metastatic_solid_tumour"
3285,"C773","Metastatic_solid_tumour"
3286,"C774","Metastatic_solid_tumour"
3287,"C775","Metastatic_solid_tumour"
3288,"C778","Metastatic_solid_tumour"
3289,"C779","Metastatic_solid_tumour"
3290,"C78","Metastatic_solid_tumour"
3291,"C780","Metastatic_solid_tumour"
3292,"C7800","Metastatic_solid_tumour"
3293,"C7801","Metastatic_solid_tumour"
3294,"C7802","Metastatic_solid_tumour"
3295,"C781","Metastatic_solid_tumour"
3296,"C782","Metastatic_solid_tumour"
3297,"C783","Metastatic_solid_tumour"
3298,"C7830","Metastatic_solid_tumour"
3299,"C7839","Metastatic_solid_tumour"
3300,"C784","Metastatic_solid_tumour"
3301,"C785","Metastatic_solid_tumour"
3302,"C786","Metastatic_solid_tumour"
3303,"C787","Metastatic_solid_tumour"
3304,"C788","Metastatic_solid_tumour"
3305,"C7880","Metastatic_solid_tumour"
3306,"C7889","Metastatic_solid_tumour"
3307,"C79","Metastatic_solid_tumour"
3308,"C790","Metastatic_solid_tumour"
3309,"C7900","Metastatic_solid_tumour"
3310,"C7901","Metastatic_solid_tumour"
3311,"C7902","Metastatic_solid_tumour"
3312,"C791","Metastatic_solid_tumour"
3313,"C7910","Metastatic_solid_tumour"
3314,"C7911","Metastatic_solid_tumour"
3315,"C7919","Metastatic_solid_tumour"
3316,"C792","Metastatic_solid_tumour"
3317,"C793","Metastatic_solid_tumour"
3318,"C7931","Metastatic_solid_tumour"
3319,"C7932","Metastatic_solid_tumour"
3320,"C794","Metastatic_solid_tumour"
3321,"C7940","Metastatic_solid_tumour"
3322,"C7949","Metastatic_solid_tumour"
3323,"C795","Metastatic_solid_tumour"
3324,"C7951","Metastatic_solid_tumour"
3325,"C7952","Metastatic_solid_tumour"
3326,"C796","Metastatic_solid_tumour"
3327,"C7960","Metastatic_solid_tumour"
3328,"C7961","Metastatic_solid_tumour"
3329,"C7962","Metastatic_solid_tumour"
3330,"C797","Metastatic_solid_tumour"
3331,"C7970","Metastatic_solid_tumour"
3332,"C7971","Metastatic_solid_tumour"
3333,"C7972","Metastatic_solid_tumour"
3334,"C798","Metastatic_solid_tumour"
3335,"C7981","Metastatic_solid_tumour"
3336,"C7982","Metastatic_solid_tumour"
3337,"C7989","Metastatic_solid_tumour"
3338,"C799","Metastatic_solid_tumour"
3339,"C80","Metastatic_solid_tumour"
3340,"C800","Metastatic_solid_tumour"
3341,"C801","Metastatic_solid_tumour"
3342,"C802","Metastatic_solid_tumour"
1,"I21","Myocardial_infarction"
2,"I210","Myocardial_infarction"
3,"I2101","Myocardial_infarction"
4,"I2102","Myocardial_infarction"
5,"I2109","Myocardial_infarction"
6,"I211","Myocardial_infarction"
7,"I2111","Myocardial_infarction"
8,"I2119","Myocardial_infarction"
9,"I212","Myocardial_infarction"
10,"I2121","Myocardial_infarction"
11,"I2129","Myocardial_infarction"
12,"I213","Myocardial_infarction"
13,"I214","Myocardial_infarction"
14,"I219","Myocardial_infarction"
15,"I21A","Myocardial_infarction"
16,"I21A1","Myocardial_infarction"
17,"I21A9","Myocardial_infarction"
18,"I22","Myocardial_infarction"
19,"I220","Myocardial_infarction"
20,"I221","Myocardial_infarction"
21,"I222","Myocardial_infarction"
22,"I228","Myocardial_infarction"
23,"I229","Myocardial_infarction"
24,"I252","Myocardial_infarction"
3347,"E6601","Obesity"
3348,"E6609","Obesity"
3349,"E661","Obesity"
3350,"E662","Obesity"
3351,"E668","Obesity"
3352,"E669","Obesity"
3353,"O99210","Obesity"
3354,"O99211","Obesity"
3355,"O99212","Obesity"
3356,"O99213","Obesity"
3357,"O99214","Obesity"
3358,"O99215","Obesity"
3359,"R939","Obesity"
3360,"Z6830","Obesity"
3361,"Z6831","Obesity"
3362,"Z6832","Obesity"
3363,"Z6833","Obesity"
3364,"Z6834","Obesity"
3365,"Z6835","Obesity"
3366,"Z6836","Obesity"
3367,"Z6837","Obesity"
3368,"Z6838","Obesity"
3369,"Z6839","Obesity"
3370,"Z6841","Obesity"
3371,"Z6842","Obesity"
3372,"Z6843","Obesity"
3373,"Z6844","Obesity"
3374,"Z6845","Obesity"
3375,"Z6854","Obesity"
1952,"G041","Paralysis"
1953,"G114","Paralysis"
1954,"G801","Paralysis"
1955,"G802","Paralysis"
1956,"G81","Paralysis"
1957,"G810","Paralysis"
1958,"G8100","Paralysis"
1959,"G8101","Paralysis"
1960,"G8102","Paralysis"
1961,"G8103","Paralysis"
1962,"G8104","Paralysis"
1963,"G811","Paralysis"
1964,"G8110","Paralysis"
1965,"G8111","Paralysis"
1966,"G8112","Paralysis"
1967,"G8113","Paralysis"
1968,"G8114","Paralysis"
1969,"G819","Paralysis"
1970,"G8190","Paralysis"
1971,"G8191","Paralysis"
1972,"G8192","Paralysis"
1973,"G8193","Paralysis"
1974,"G8194","Paralysis"
1975,"G82","Paralysis"
1976,"G822","Paralysis"
1977,"G8220","Paralysis"
1978,"G8221","Paralysis"
1979,"G8222","Paralysis"
1980,"G825","Paralysis"
1981,"G8250","Paralysis"
1982,"G8251","Paralysis"
1983,"G8252","Paralysis"
1984,"G8253","Paralysis"
1985,"G8254","Paralysis"
1986,"G830","Paralysis"
1987,"G831","Paralysis"
1988,"G8310","Paralysis"
1989,"G8311","Paralysis"
1990,"G8312","Paralysis"
1991,"G8313","Paralysis"
1992,"G8314","Paralysis"
1993,"G832","Paralysis"
1994,"G8320","Paralysis"
1995,"G8321","Paralysis"
1996,"G8322","Paralysis"
1997,"G8323","Paralysis"
1998,"G8324","Paralysis"
1999,"G833","Paralysis"
2000,"G8330","Paralysis"
2001,"G8331","Paralysis"
2002,"G8332","Paralysis"
2003,"G8333","Paralysis"
2004,"G8334","Paralysis"
2005,"G834","Paralysis"
2006,"G839","Paralysis"
1500,"K25","Peptic_ulcer_disease"
1501,"K250","Peptic_ulcer_disease"
1502,"K251","Peptic_ulcer_disease"
1503,"K252","Peptic_ulcer_disease"
1504,"K253","Peptic_ulcer_disease"
1505,"K254","Peptic_ulcer_disease"
1506,"K255","Peptic_ulcer_disease"
1507,"K256","Peptic_ulcer_disease"
1508,"K257","Peptic_ulcer_disease"
1509,"K259","Peptic_ulcer_disease"
1510,"K26","Peptic_ulcer_disease"
1511,"K260","Peptic_ulcer_disease"
1512,"K261","Peptic_ulcer_disease"
1513,"K262","Peptic_ulcer_disease"
1514,"K263","Peptic_ulcer_disease"
1515,"K264","Peptic_ulcer_disease"
1516,"K265","Peptic_ulcer_disease"
1517,"K266","Peptic_ulcer_disease"
1518,"K267","Peptic_ulcer_disease"
1519,"K269","Peptic_ulcer_disease"
1520,"K27","Peptic_ulcer_disease"
1521,"K270","Peptic_ulcer_disease"
1522,"K271","Peptic_ulcer_disease"
1523,"K272","Peptic_ulcer_disease"
1524,"K273","Peptic_ulcer_disease"
1525,"K274","Peptic_ulcer_disease"
1526,"K275","Peptic_ulcer_disease"
1527,"K276","Peptic_ulcer_disease"
1528,"K277","Peptic_ulcer_disease"
1529,"K279","Peptic_ulcer_disease"
1530,"K28","Peptic_ulcer_disease"
1531,"K280","Peptic_ulcer_disease"
1532,"K281","Peptic_ulcer_disease"
1533,"K282","Peptic_ulcer_disease"
1534,"K283","Peptic_ulcer_disease"
1535,"K284","Peptic_ulcer_disease"
1536,"K285","Peptic_ulcer_disease"
1537,"K286","Peptic_ulcer_disease"
1538,"K287","Peptic_ulcer_disease"
1539,"K289","Peptic_ulcer_disease"
67,"I70","Peripheral_vascular_disease"
68,"I700","Peripheral_vascular_disease"
69,"I701","Peripheral_vascular_disease"
70,"I702","Peripheral_vascular_disease"
71,"I7020","Peripheral_vascular_disease"
72,"I70201","Peripheral_vascular_disease"
73,"I70202","Peripheral_vascular_disease"
74,"I70203","Peripheral_vascular_disease"
75,"I70208","Peripheral_vascular_disease"
76,"I70209","Peripheral_vascular_disease"
77,"I7021","Peripheral_vascular_disease"
78,"I70211","Peripheral_vascular_disease"
79,"I70212","Peripheral_vascular_disease"
80,"I70213","Peripheral_vascular_disease"
81,"I70218","Peripheral_vascular_disease"
82,"I70219","Peripheral_vascular_disease"
83,"I7022","Peripheral_vascular_disease"
84,"I70221","Peripheral_vascular_disease"
85,"I70222","Peripheral_vascular_disease"
86,"I70223","Peripheral_vascular_disease"
87,"I70228","Peripheral_vascular_disease"
88,"I70229","Peripheral_vascular_disease"
89,"I7023","Peripheral_vascular_disease"
90,"I70231","Peripheral_vascular_disease"
91,"I70232","Peripheral_vascular_disease"
92,"I70233","Peripheral_vascular_disease"
93,"I70234","Peripheral_vascular_disease"
94,"I70235","Peripheral_vascular_disease"
95,"I70238","Peripheral_vascular_disease"
96,"I70239","Peripheral_vascular_disease"
97,"I7024","Peripheral_vascular_disease"
98,"I70241","Peripheral_vascular_disease"
99,"I70242","Peripheral_vascular_disease"
100,"I70243","Peripheral_vascular_disease"
101,"I70244","Peripheral_vascular_disease"
102,"I70245","Peripheral_vascular_disease"
103,"I70248","Peripheral_vascular_disease"
104,"I70249","Peripheral_vascular_disease"
105,"I7025","Peripheral_vascular_disease"
106,"I7026","Peripheral_vascular_disease"
107,"I70261","Peripheral_vascular_disease"
108,"I70262","Peripheral_vascular_disease"
109,"I70263","Peripheral_vascular_disease"
110,"I70268","Peripheral_vascular_disease"
111,"I70269","Peripheral_vascular_disease"
112,"I7029","Peripheral_vascular_disease"
113,"I70291","Peripheral_vascular_disease"
114,"I70292","Peripheral_vascular_disease"
115,"I70293","Peripheral_vascular_disease"
116,"I70298","Peripheral_vascular_disease"
117,"I70299","Peripheral_vascular_disease"
118,"I703","Peripheral_vascular_disease"
119,"I7030","Peripheral_vascular_disease"
120,"I70301","Peripheral_vascular_disease"
121,"I70302","Peripheral_vascular_disease"
122,"I70303","Peripheral_vascular_disease"
123,"I70308","Peripheral_vascular_disease"
124,"I70309","Peripheral_vascular_disease"
125,"I7031","Peripheral_vascular_disease"
126,"I70311","Peripheral_vascular_disease"
127,"I70312","Peripheral_vascular_disease"
128,"I70313","Peripheral_vascular_disease"
129,"I70318","Peripheral_vascular_disease"
130,"I70319","Peripheral_vascular_disease"
131,"I7032","Peripheral_vascular_disease"
132,"I70321","Peripheral_vascular_disease"
133,"I70322","Peripheral_vascular_disease"
134,"I70323","Peripheral_vascular_disease"
135,"I70328","Peripheral_vascular_disease"
136,"I70329","Peripheral_vascular_disease"
137,"I7033","Peripheral_vascular_disease"
138,"I70331","Peripheral_vascular_disease"
139,"I70332","Peripheral_vascular_disease"
140,"I70333","Peripheral_vascular_disease"
141,"I70334","Peripheral_vascular_disease"
142,"I70335","Peripheral_vascular_disease"
143,"I70338","Peripheral_vascular_disease"
144,"I70339","Peripheral_vascular_disease"
145,"I7034","Peripheral_vascular_disease"
146,"I70341","Peripheral_vascular_disease"
147,"I70342","Peripheral_vascular_disease"
148,"I70343","Peripheral_vascular_disease"
149,"I70344","Peripheral_vascular_disease"
150,"I70345","Peripheral_vascular_disease"
151,"I70348","Peripheral_vascular_disease"
152,"I70349","Peripheral_vascular_disease"
153,"I7035","Peripheral_vascular_disease"
154,"I7036","Peripheral_vascular_disease"
155,"I70361","Peripheral_vascular_disease"
156,"I70362","Peripheral_vascular_disease"
157,"I70363","Peripheral_vascular_disease"
158,"I70368","Peripheral_vascular_disease"
159,"I70369","Peripheral_vascular_disease"
160,"I7039","Peripheral_vascular_disease"
161,"I70391","Peripheral_vascular_disease"
162,"I70392","Peripheral_vascular_disease"
163,"I70393","Peripheral_vascular_disease"
164,"I70398","Peripheral_vascular_disease"
165,"I70399","Peripheral_vascular_disease"
166,"I704","Peripheral_vascular_disease"
167,"I7040","Peripheral_vascular_disease"
168,"I70401","Peripheral_vascular_disease"
169,"I70402","Peripheral_vascular_disease"
170,"I70403","Peripheral_vascular_disease"
171,"I70408","Peripheral_vascular_disease"
172,"I70409","Peripheral_vascular_disease"
173,"I7041","Peripheral_vascular_disease"
174,"I70411","Peripheral_vascular_disease"
175,"I70412","Peripheral_vascular_disease"
176,"I70413","Peripheral_vascular_disease"
177,"I70418","Peripheral_vascular_disease"
178,"I70419","Peripheral_vascular_disease"
179,"I7042","Peripheral_vascular_disease"
180,"I70421","Peripheral_vascular_disease"
181,"I70422","Peripheral_vascular_disease"
182,"I70423","Peripheral_vascular_disease"
183,"I70428","Peripheral_vascular_disease"
184,"I70429","Peripheral_vascular_disease"
185,"I7043","Peripheral_vascular_disease"
186,"I70431","Peripheral_vascular_disease"
187,"I70432","Peripheral_vascular_disease"
188,"I70433","Peripheral_vascular_disease"
189,"I70434","Peripheral_vascular_disease"
190,"I70435","Peripheral_vascular_disease"
191,"I70438","Peripheral_vascular_disease"
192,"I70439","Peripheral_vascular_disease"
193,"I7044","Peripheral_vascular_disease"
194,"I70441","Peripheral_vascular_disease"
195,"I70442","Peripheral_vascular_disease"
196,"I70443","Peripheral_vascular_disease"
197,"I70444","Peripheral_vascular_disease"
198,"I70445","Peripheral_vascular_disease"
199,"I70448","Peripheral_vascular_disease"
200,"I70449","Peripheral_vascular_disease"
201,"I7045","Peripheral_vascular_disease"
202,"I7046","Peripheral_vascular_disease"
203,"I70461","Peripheral_vascular_disease"
204,"I70462","Peripheral_vascular_disease"
205,"I70463","Peripheral_vascular_disease"
206,"I70468","Peripheral_vascular_disease"
207,"I70469","Peripheral_vascular_disease"
208,"I7049","Peripheral_vascular_disease"
209,"I70491","Peripheral_vascular_disease"
210,"I70492","Peripheral_vascular_disease"
211,"I70493","Peripheral_vascular_disease"
212,"I70498","Peripheral_vascular_disease"
213,"I70499","Peripheral_vascular_disease"
214,"I705","Peripheral_vascular_disease"
215,"I7050","Peripheral_vascular_disease"
216,"I70501","Peripheral_vascular_disease"
217,"I70502","Peripheral_vascular_disease"
218,"I70503","Peripheral_vascular_disease"
219,"I70508","Peripheral_vascular_disease"
220,"I70509","Peripheral_vascular_disease"
221,"I7051","Peripheral_vascular_disease"
222,"I70511","Peripheral_vascular_disease"
223,"I70512","Peripheral_vascular_disease"
224,"I70513","Peripheral_vascular_disease"
225,"I70518","Peripheral_vascular_disease"
226,"I70519","Peripheral_vascular_disease"
227,"I7052","Peripheral_vascular_disease"
228,"I70521","Peripheral_vascular_disease"
229,"I70522","Peripheral_vascular_disease"
230,"I70523","Peripheral_vascular_disease"
231,"I70528","Peripheral_vascular_disease"
232,"I70529","Peripheral_vascular_disease"
233,"I7053","Peripheral_vascular_disease"
234,"I70531","Peripheral_vascular_disease"
235,"I70532","Peripheral_vascular_disease"
236,"I70533","Peripheral_vascular_disease"
237,"I70534","Peripheral_vascular_disease"
238,"I70535","Peripheral_vascular_disease"
239,"I70538","Peripheral_vascular_disease"
240,"I70539","Peripheral_vascular_disease"
241,"I7054","Peripheral_vascular_disease"
242,"I70541","Peripheral_vascular_disease"
243,"I70542","Peripheral_vascular_disease"
244,"I70543","Peripheral_vascular_disease"
245,"I70544","Peripheral_vascular_disease"
246,"I70545","Peripheral_vascular_disease"
247,"I70548","Peripheral_vascular_disease"
248,"I70549","Peripheral_vascular_disease"
249,"I7055","Peripheral_vascular_disease"
250,"I7056","Peripheral_vascular_disease"
251,"I70561","Peripheral_vascular_disease"
252,"I70562","Peripheral_vascular_disease"
253,"I70563","Peripheral_vascular_disease"
254,"I70568","Peripheral_vascular_disease"
255,"I70569","Peripheral_vascular_disease"
256,"I7059","Peripheral_vascular_disease"
257,"I70591","Peripheral_vascular_disease"
258,"I70592","Peripheral_vascular_disease"
259,"I70593","Peripheral_vascular_disease"
260,"I70598","Peripheral_vascular_disease"
261,"I70599","Peripheral_vascular_disease"
262,"I706","Peripheral_vascular_disease"
263,"I7060","Peripheral_vascular_disease"
264,"I70601","Peripheral_vascular_disease"
265,"I70602","Peripheral_vascular_disease"
266,"I70603","Peripheral_vascular_disease"
267,"I70608","Peripheral_vascular_disease"
268,"I70609","Peripheral_vascular_disease"
269,"I7061","Peripheral_vascular_disease"
270,"I70611","Peripheral_vascular_disease"
271,"I70612","Peripheral_vascular_disease"
272,"I70613","Peripheral_vascular_disease"
273,"I70618","Peripheral_vascular_disease"
274,"I70619","Peripheral_vascular_disease"
275,"I7062","Peripheral_vascular_disease"
276,"I70621","Peripheral_vascular_disease"
277,"I70622","Peripheral_vascular_disease"
278,"I70623","Peripheral_vascular_disease"
279,"I70628","Peripheral_vascular_disease"
280,"I70629","Peripheral_vascular_disease"
281,"I7063","Peripheral_vascular_disease"
282,"I70631","Peripheral_vascular_disease"
283,"I70632","Peripheral_vascular_disease"
284,"I70633","Peripheral_vascular_disease"
285,"I70634","Peripheral_vascular_disease"
286,"I70635","Peripheral_vascular_disease"
287,"I70638","Peripheral_vascular_disease"
288,"I70639","Peripheral_vascular_disease"
289,"I7064","Peripheral_vascular_disease"
290,"I70641","Peripheral_vascular_disease"
291,"I70642","Peripheral_vascular_disease"
292,"I70643","Peripheral_vascular_disease"
293,"I70644","Peripheral_vascular_disease"
294,"I70645","Peripheral_vascular_disease"
295,"I70648","Peripheral_vascular_disease"
296,"I70649","Peripheral_vascular_disease"
297,"I7065","Peripheral_vascular_disease"
298,"I7066","Peripheral_vascular_disease"
299,"I70661","Peripheral_vascular_disease"
300,"I70662","Peripheral_vascular_disease"
301,"I70663","Peripheral_vascular_disease"
302,"I70668","Peripheral_vascular_disease"
303,"I70669","Peripheral_vascular_disease"
304,"I7069","Peripheral_vascular_disease"
305,"I70691","Peripheral_vascular_disease"
306,"I70692","Peripheral_vascular_disease"
307,"I70693","Peripheral_vascular_disease"
308,"I70698","Peripheral_vascular_disease"
309,"I70699","Peripheral_vascular_disease"
310,"I707","Peripheral_vascular_disease"
311,"I7070","Peripheral_vascular_disease"
312,"I70701","Peripheral_vascular_disease"
313,"I70702","Peripheral_vascular_disease"
314,"I70703","Peripheral_vascular_disease"
315,"I70708","Peripheral_vascular_disease"
316,"I70709","Peripheral_vascular_disease"
317,"I7071","Peripheral_vascular_disease"
318,"I70711","Peripheral_vascular_disease"
319,"I70712","Peripheral_vascular_disease"
320,"I70713","Peripheral_vascular_disease"
321,"I70718","Peripheral_vascular_disease"
322,"I70719","Peripheral_vascular_disease"
323,"I7072","Peripheral_vascular_disease"
324,"I70721","Peripheral_vascular_disease"
325,"I70722","Peripheral_vascular_disease"
326,"I70723","Peripheral_vascular_disease"
327,"I70728","Peripheral_vascular_disease"
328,"I70729","Peripheral_vascular_disease"
329,"I7073","Peripheral_vascular_disease"
330,"I70731","Peripheral_vascular_disease"
331,"I70732","Peripheral_vascular_disease"
332,"I70733","Peripheral_vascular_disease"
333,"I70734","Peripheral_vascular_disease"
334,"I70735","Peripheral_vascular_disease"
335,"I70738","Peripheral_vascular_disease"
336,"I70739","Peripheral_vascular_disease"
337,"I7074","Peripheral_vascular_disease"
338,"I70741","Peripheral_vascular_disease"
339,"I70742","Peripheral_vascular_disease"
340,"I70743","Peripheral_vascular_disease"
341,"I70744","Peripheral_vascular_disease"
342,"I70745","Peripheral_vascular_disease"
343,"I70748","Peripheral_vascular_disease"
344,"I70749","Peripheral_vascular_disease"
345,"I7075","Peripheral_vascular_disease"
346,"I7076","Peripheral_vascular_disease"
347,"I70761","Peripheral_vascular_disease"
348,"I70762","Peripheral_vascular_disease"
349,"I70763","Peripheral_vascular_disease"
350,"I70768","Peripheral_vascular_disease"
351,"I70769","Peripheral_vascular_disease"
352,"I7079","Peripheral_vascular_disease"
353,"I70791","Peripheral_vascular_disease"
354,"I70792","Peripheral_vascular_disease"
355,"I70793","Peripheral_vascular_disease"
356,"I70798","Peripheral_vascular_disease"
357,"I70799","Peripheral_vascular_disease"
358,"I708","Peripheral_vascular_disease"
359,"I709","Peripheral_vascular_disease"
360,"I7090","Peripheral_vascular_disease"
361,"I7091","Peripheral_vascular_disease"
362,"I7092","Peripheral_vascular_disease"
363,"I71","Peripheral_vascular_disease"
364,"I710","Peripheral_vascular_disease"
365,"I7100","Peripheral_vascular_disease"
366,"I7101","Peripheral_vascular_disease"
367,"I7102","Peripheral_vascular_disease"
368,"I7103","Peripheral_vascular_disease"
369,"I711","Peripheral_vascular_disease"
370,"I712","Peripheral_vascular_disease"
371,"I713","Peripheral_vascular_disease"
372,"I714","Peripheral_vascular_disease"
373,"I715","Peripheral_vascular_disease"
374,"I716","Peripheral_vascular_disease"
375,"I718","Peripheral_vascular_disease"
376,"I719","Peripheral_vascular_disease"
377,"I731","Peripheral_vascular_disease"
378,"I738","Peripheral_vascular_disease"
379,"I7381","Peripheral_vascular_disease"
380,"I7389","Peripheral_vascular_disease"
381,"I739","Peripheral_vascular_disease"
382,"I771","Peripheral_vascular_disease"
383,"I790","Peripheral_vascular_disease"
384,"I792","Peripheral_vascular_disease"
385,"K551","Peripheral_vascular_disease"
386,"K558","Peripheral_vascular_disease"
387,"K559","Peripheral_vascular_disease"
388,"Z958","Peripheral_vascular_disease"
389,"Z9581","Peripheral_vascular_disease"
390,"Z95810","Peripheral_vascular_disease"
391,"Z95811","Peripheral_vascular_disease"
392,"Z95812","Peripheral_vascular_disease"
393,"Z95818","Peripheral_vascular_disease"
394,"Z9582","Peripheral_vascular_disease"
395,"Z95820","Peripheral_vascular_disease"
396,"Z95828","Peripheral_vascular_disease"
397,"Z959","Peripheral_vascular_disease"
950,"I278","Pulmonary"
951,"I2781","Pulmonary"
952,"I2782","Pulmonary"
