 ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
 79,0.000,0.000,0.000,0.000,_collections_abc.py:72(_check_methods)
 5,0.000,0.000,0.008,0.002,_collections_abc.py:824(update)
 1,0.000,0.000,0.000,0.000,_color_data.py:1(<module>)
 11,0.000,0.000,0.000,0.000,_color_data.py:31(<genexpr>)
 1,0.000,0.000,0.000,0.000,_color_data.py:992(<dictcomp>)
 1,0.000,0.000,0.000,0.000,_common.py:1(<module>)
 6,0.000,0.000,0.000,0.000,_common.py:13(tzname_in_python2)
 3,0.000,0.000,0.000,0.000,_common.py:132(_validate_fromutc_inputs)
 1,0.000,0.000,0.000,0.000,_common.py:149(_tzinfo)
 1,0.000,0.000,0.000,0.000,_common.py:267(tzrangebase)
 1,0.000,0.000,0.000,0.000,_common.py:3(<module>)
 1,0.000,0.000,0.000,0.000,_common.py:6(weekday)
 14,0.000,0.000,0.000,0.000,_common.py:9(__init__)
 1,0.000,0.000,0.000,0.000,_compat.py:3(<module>)
 5,0.000,0.000,0.000,0.000,_compat.py:9(_mpl_version)
 43,0.000,0.000,0.000,0.000,_compat_pickle.py:165(<genexpr>)
 85,0.000,0.000,0.000,0.000,_compat_pickle.py:167(<genexpr>)
 1,0.000,0.000,0.000,0.000,_compat_pickle.py:9(<module>)
 1,0.000,0.000,0.000,0.000,_compression.py:1(<module>)
 1,0.000,0.000,0.000,0.000,_compression.py:33(DecompressReader)
 1,0.000,0.000,0.000,0.000,_compression.py:9(BaseStream)
 1,0.000,0.000,0.062,0.062,_converter.py:1(<module>)
 1,0.000,0.000,0.000,0.000,_converter.py:1056(TimeSeries_DateFormatter)
 1,0.000,0.000,0.000,0.000,_converter.py:1126(TimeSeries_TimedeltaFormatter)
 1,0.000,0.000,0.000,0.000,_converter.py:150(TimeConverter)
 1,0.000,0.000,0.000,0.000,_converter.py:179(TimeFormatter)
 1,0.000,0.000,0.000,0.000,_converter.py:223(PeriodConverter)
 1,0.000,0.000,0.000,0.000,_converter.py:285(DatetimeConverter)
 1,0.000,0.000,0.000,0.000,_converter.py:359(PandasAutoDateFormatter)
 1,0.000,0.000,0.000,0.000,_converter.py:368(PandasAutoDateLocator)
 1,0.000,0.000,0.000,0.000,_converter.py:394(MilliSecondLocator)
 1,0.000,0.000,0.000,0.000,_converter.py:43(get_pairs)
 1,0.000,0.000,0.000,0.000,_converter.py:55(register)
 1,0.000,0.000,0.000,0.000,_converter.py:972(TimeSeries_DateLocator)
 1,0.000,0.000,0.000,0.000,_core.py:1099(AreaPlot)
 1,0.000,0.000,0.000,0.000,_core.py:1160(BarPlot)
 1,0.000,0.000,0.000,0.000,_core.py:1284(BarhPlot)
 1,0.000,0.000,0.000,0.000,_core.py:1306(HistPlot)
 1,0.000,0.000,0.000,0.000,_core.py:1432(KdePlot)
 1,0.000,0.000,0.000,0.000,_core.py:1488(PiePlot)
 1,0.000,0.000,0.000,0.000,_core.py:1554(BoxPlot)
 1,0.000,0.000,0.000,0.000,_core.py:1723(<dictcomp>)
 1,0.000,0.000,0.000,0.000,_core.py:2700(BasePlotMethods)
 1,0.000,0.000,0.000,0.000,_core.py:2709(SeriesPlotMethods)
 1,0.000,0.000,0.000,0.000,_core.py:2909(FramePlotMethods)
 1,0.000,0.000,0.064,0.064,_core.py:3(<module>)
 1,0.000,0.000,0.000,0.000,_core.py:66(MPLPlot)
 1,0.000,0.000,0.000,0.000,_core.py:785(PlanePlot)
 1,0.000,0.000,0.000,0.000,_core.py:849(ScatterPlot)
 1,0.000,0.000,0.000,0.000,_core.py:910(HexBinPlot)
 1,0.000,0.000,0.000,0.000,_core.py:941(LinePlot)
 1,0.000,0.000,0.000,0.000,_datasource.py:138(_FileOpeners)
 1,0.000,0.000,0.000,0.000,_datasource.py:162(__init__)
 1,0.000,0.000,0.000,0.000,_datasource.py:265(DataSource)
 1,0.000,0.000,0.000,0.000,_datasource.py:35(<module>)
 1,0.000,0.000,0.000,0.000,_datasource.py:621(Repository)
 1,0.000,0.000,0.000,0.000,_decorators.py:1(<module>)
 2,0.000,0.000,0.000,0.000,_decorators.py:10(deprecate)
 26,0.000,0.000,0.000,0.000,_decorators.py:145(_deprecate_kwarg)
 2/1,0.000,0.000,0.067,0.067,_decorators.py:146(wrapper)
 3,0.000,0.000,0.000,0.000,_decorators.py:193(rewrite_axis_style_signature)
 3,0.000,0.000,0.000,0.000,_decorators.py:194(decorate)
 2,0.000,0.000,0.004,0.002,_decorators.py:195(wrapper)
 1,0.000,0.000,0.000,0.000,_decorators.py:222(Substitution)
 176,0.000,0.000,0.000,0.000,_decorators.py:251(__init__)
 176,0.001,0.000,0.001,0.000,_decorators.py:257(__call__)
 1,0.000,0.000,0.000,0.000,_decorators.py:283(Appender)
 551,0.000,0.000,0.000,0.000,_decorators.py:303(__init__)
 551,0.001,0.000,0.042,0.000,_decorators.py:310(__call__)
 3,0.000,0.000,0.000,0.000,_decorators.py:318(indent)
 26,0.000,0.000,0.000,0.000,_decorators.py:77(deprecate_kwarg)
 1,0.000,0.000,0.001,0.001,_distributor_init.py:10(<module>)
 1,0.000,0.000,0.000,0.000,_distributor_init.py:13(RTLD_for_MKL)
 1,0.000,0.000,0.000,0.000,_distributor_init.py:14(__init__)
 1,0.000,0.000,0.000,0.000,_distributor_init.py:17(__enter__)
 1,0.000,0.000,0.000,0.000,_distributor_init.py:28(__exit__)
 1,0.000,0.000,0.000,0.000,_doctools.py:1(<module>)
 1,0.000,0.000,0.000,0.000,_doctools.py:168(_WritableDoc)
 1,0.000,0.000,0.000,0.000,_doctools.py:8(TablePlotter)
 1,0.000,0.000,0.000,0.000,_encoded_words.py:6(<module>)
 1,0.000,0.000,0.000,0.000,_encoded_words.py:73(_QByteMap)
 1,0.000,0.000,0.000,0.000,_endian.py:1(<module>)
 1,0.000,0.000,0.000,0.000,_endian.py:23(_swapped_meta)
 1,0.000,0.000,0.000,0.000,_endian.py:46(BigEndianStructure)
 1,0.000,0.000,0.000,0.000,_error.py:35(ErrorMaker)
 1,0.000,0.000,0.000,0.000,_error.py:4(<module>)
 1,0.000,0.000,0.000,0.000,_error.py:8(Error)
 1,0.000,0.000,0.000,0.000,_exceptions.py:1(<module>)
 1,0.000,0.000,0.000,0.000,_factories.py:1(<module>)
 1,0.000,0.000,0.000,0.000,_factories.py:11(__call__)
 1,0.000,0.000,0.000,0.000,_factories.py:17(_TzFactory)
 1,0.000,0.000,0.000,0.000,_factories.py:23(_TzOffsetFactory)
 1,0.000,0.000,0.000,0.000,_factories.py:24(__init__)
 1,0.000,0.000,0.000,0.000,_factories.py:50(_TzStrFactory)
 1,0.000,0.000,0.000,0.000,_factories.py:51(__init__)
 1,0.000,0.000,0.000,0.000,_factories.py:6(_TzSingleton)
 1,0.000,0.000,0.000,0.000,_factories.py:7(__init__)
 1,0.000,0.000,0.000,0.000,_globals.py:17(<module>)
 1,0.000,0.000,0.000,0.000,_globals.py:33(ModuleDeprecationWarning)
 1,0.000,0.000,0.000,0.000,_globals.py:45(VisibleDeprecationWarning)
 1,0.000,0.000,0.000,0.000,_globals.py:55(_NoValueType)
 1,0.000,0.000,0.000,0.000,_globals.py:63(__new__)
 9,0.000,0.000,0.000,0.000,_globals.py:73(__repr__)
 1,0.000,0.000,0.000,0.000,_import_tools.py:1(<module>)
 1,0.000,0.000,0.000,0.000,_import_tools.py:339(PackageLoaderDebug)
 1,0.000,0.000,0.000,0.000,_import_tools.py:9(PackageLoader)
 101,0.000,0.000,0.000,0.000,_inspect.py:133(strseq)
 39,0.000,0.000,0.000,0.000,_inspect.py:142(formatargspec)
 7,0.000,0.000,0.000,0.000,_inspect.py:144(<lambda>)
 5,0.000,0.000,0.000,0.000,_inspect.py:145(<lambda>)
 62,0.000,0.000,0.000,0.000,_inspect.py:146(<lambda>)
 44,0.000,0.000,0.000,0.000,_inspect.py:15(ismethod)
 44,0.000,0.000,0.000,0.000,_inspect.py:28(isfunction)
 39,0.000,0.000,0.000,0.000,_inspect.py:43(iscode)
 39,0.000,0.000,0.000,0.000,_inspect.py:67(getargs)
 1,0.000,0.000,0.000,0.000,_inspect.py:7(<module>)
 44,0.000,0.000,0.000,0.000,_inspect.py:98(getargspec)
 1,0.000,0.000,0.000,0.000,_internal.py:204(dummy_ctype)
 1,0.000,0.000,0.000,0.000,_internal.py:216(_getintp_ctype)
 1,0.000,0.000,0.000,0.000,_internal.py:239(_missing_ctypes)
 1,0.000,0.000,0.000,0.000,_internal.py:246(_ctypes)
 6,0.000,0.000,0.000,0.000,_internal.py:247(__init__)
 6,0.000,0.000,0.000,0.000,_internal.py:272(get_data)
 1,0.000,0.000,0.024,0.024,_internal.py:6(<module>)
 1,0.000,0.000,0.000,0.000,_internal.py:683(TooHardError)
 1,0.000,0.000,0.000,0.000,_internal.py:686(AxisError)
 51,0.000,0.000,0.000,0.000,_internal.py:715(_ufunc_doc_signature_formatter)
 78,0.000,0.000,0.000,0.000,_internal.py:726(<genexpr>)
 1,0.000,0.000,0.000,0.000,_iotools.py:170(LineSplitter)
 1,0.000,0.000,0.000,0.000,_iotools.py:270(NameValidator)
 1,0.000,0.000,0.000,0.000,_iotools.py:3(<module>)
 1,0.000,0.000,0.000,0.000,_iotools.py:464(ConverterError)
 1,0.000,0.000,0.000,0.000,_iotools.py:472(ConverterLockError)
 1,0.000,0.000,0.000,0.000,_iotools.py:480(ConversionWarning)
 1,0.000,0.000,0.000,0.000,_iotools.py:493(StringConverter)
 39,0.000,0.000,0.000,0.000,_methods.py:26(_amax)
 46,0.000,0.000,0.000,0.000,_methods.py:34(_sum)
 170,0.000,0.000,0.001,0.000,_methods.py:42(_any)
 35,0.000,0.000,0.000,0.000,_methods.py:45(_all)
 1,0.000,0.000,0.000,0.000,_methods.py:5(<module>)
 1,0.000,0.000,0.001,0.001,_misc.py:3(<module>)
 1,0.000,0.000,0.000,0.000,_numpy_fft.py:54(<module>)
 1,0.000,0.000,0.000,0.000,_parseaddr.py:203(AddrlistClass)
 1,0.000,0.000,0.000,0.000,_parseaddr.py:495(AddressList)
 1,0.000,0.000,0.003,0.003,_parseaddr.py:7(<module>)
 1,0.000,0.000,0.000,0.000,_parser.py:1361(_tzparser)
 1,0.000,0.000,0.000,0.000,_parser.py:1363(_result)
 1,0.000,0.000,0.000,0.000,_parser.py:1368(_attr)
 1,0.000,0.000,0.000,0.000,_parser.py:1578(UnknownTimezoneWarning)
 1,0.000,0.000,0.000,0.000,_parser.py:225(_resultbase)
 1,0.000,0.000,0.000,0.000,_parser.py:247(parserinfo)
 1,0.000,0.000,0.006,0.006,_parser.py:30(<module>)
 1,0.000,0.000,0.000,0.000,_parser.py:300(__init__)
 7,0.000,0.000,0.000,0.000,_parser.py:315(_convert)
 1,0.000,0.000,0.000,0.000,_parser.py:400(_ymd)
 1,0.000,0.000,0.000,0.000,_parser.py:574(parser)
 1,0.000,0.000,0.000,0.000,_parser.py:575(__init__)
 1,0.000,0.000,0.000,0.000,_parser.py:58(_timelex)
 1,0.000,0.000,0.000,0.000,_parser.py:664(_result)
 10,0.000,0.000,0.000,0.000,_policybase.py:104(<genexpr>)
 1,0.000,0.000,0.000,0.000,_policybase.py:112(Policy)
 1,0.000,0.000,0.000,0.000,_policybase.py:18(_PolicyBase)
 1,0.000,0.000,0.000,0.000,_policybase.py:271(Compat32)
 1,0.000,0.000,0.019,0.019,_policybase.py:4(<module>)
 1,0.000,0.000,0.000,0.000,_policybase.py:41(__init__)
 6,0.000,0.000,0.000,0.000,_policybase.py:94(_append_doc)
 1,0.000,0.000,0.000,0.000,_policybase.py:99(_extend_docstrings)
 1,0.000,0.000,0.000,0.000,_polybase.py:19(ABCPolyBase)
 1,0.000,0.000,0.000,0.000,_polybase.py:8(<module>)
 1,0.000,0.000,0.000,0.000,_print_versions.py:1(<module>)
 1,0.000,0.000,0.000,0.000,_ranges.py:5(<module>)
 1,0.000,0.000,0.000,0.000,_style.py:102(_Options)
 1,0.000,0.000,0.000,0.000,_style.py:114(__init__)
 1,0.000,0.000,0.000,0.000,_style.py:3(<module>)
 1,0.000,0.000,0.000,0.000,_tester.py:3(<module>)
 1,0.000,0.000,0.000,0.000,_tools.py:3(<module>)
 20,0.000,0.000,0.000,0.000,_validators.py:221(validate_bool_kwarg)
 2,0.000,0.000,0.000,0.000,_validators.py:230(validate_axis_style_args)
 1,0.000,0.000,0.000,0.000,_validators.py:4(<module>)
 2,0.000,0.000,0.000,0.000,_version.py:1(<module>)
 1,0.000,0.000,0.000,0.000,_version.py:18(NumpyVersion)
 1,0.000,0.000,0.000,0.000,_version.py:20(get_versions)
 1,0.000,0.000,0.000,0.000,_version.py:22(get_versions)
 2,0.000,0.000,0.000,0.000,_version.py:4(<module>)
 3,0.000,0.000,0.000,0.000,_version.py:7(<module>)
 611,0.000,0.000,0.000,0.000,_weakrefset.py:16(__init__)
 611,0.000,0.000,0.001,0.000,_weakrefset.py:20(__enter__)
 611,0.000,0.000,0.001,0.000,_weakrefset.py:26(__exit__)
 550,0.001,0.000,0.001,0.000,_weakrefset.py:36(__init__)
 611,0.000,0.000,0.000,0.000,_weakrefset.py:52(_commit_removals)
 1026,0.003,0.000,0.005,0.000,_weakrefset.py:58(__iter__)
 7406,0.005,0.000,0.005,0.000,_weakrefset.py:70(__contains__)
 637,0.000,0.000,0.001,0.000,_weakrefset.py:81(add)
 129,0.001,0.000,0.012,0.000,abc.py:132(__new__)
 129,0.000,0.000,0.001,0.000,abc.py:135(<setcomp>)
 19,0.000,0.000,0.001,0.000,abc.py:151(register)
 2988,0.006,0.000,0.026,0.000,abc.py:180(__instancecheck__)
 1087/61,0.004,0.000,0.018,0.000,abc.py:196(__subclasscheck__)
 94,0.000,0.000,0.000,0.000,abc.py:9(abstractmethod)
 16,0.000,0.000,0.000,0.000,accessor.py:110(delegate_names)
 1,0.000,0.000,0.000,0.000,accessor.py:13(DirNamesMixin)
 16,0.000,0.000,0.001,0.000,accessor.py:137(add_delegate_accessors)
 1,0.000,0.000,0.000,0.000,accessor.py:150(CachedAccessor)
 7,0.000,0.000,0.000,0.000,accessor.py:163(__init__)
 3,0.000,0.000,0.000,0.000,accessor.py:167(__get__)
 1,0.000,0.000,0.000,0.000,accessor.py:43(PandasDelegate)
 16,0.000,0.000,0.001,0.000,accessor.py:58(_add_delegate_accessors)
 1,0.000,0.000,0.000,0.000,accessor.py:7(<module>)
 116,0.000,0.000,0.000,0.000,accessor.py:74(_create_delegator_property)
 62,0.000,0.000,0.000,0.000,accessor.py:88(_create_delegator_method)
 1,0.000,0.000,0.000,0.000,accessors.py:109(DatetimeProperties)
 1,0.000,0.000,0.000,0.000,accessors.py:180(TimedeltaProperties)
 1,0.000,0.000,0.000,0.000,accessors.py:20(Properties)
 1,0.000,0.000,0.000,0.000,accessors.py:269(PeriodProperties)
 1,0.000,0.000,0.000,0.000,accessors.py:290(CombinedDatetimelikeProperties)
 1,0.000,0.000,0.001,0.001,accessors.py:3(<module>)
 1,0.000,0.000,0.131,0.131,add_newdocs.py:10(<module>)
 1,0.000,0.000,0.000,0.000,algorithms.py:1041(SelectN)
 1,0.000,0.000,0.000,0.000,algorithms.py:1067(SelectNSeries)
 1,0.000,0.000,0.000,0.000,algorithms.py:1132(SelectNFrame)
 12,0.000,0.000,0.000,0.000,algorithms.py:1243(_view_wrapper)
 4,0.000,0.000,0.000,0.000,algorithms.py:1244(wrapper)
 70,0.000,0.000,0.000,0.000,algorithms.py:1411(_get_take_nd_function)
 70,0.001,0.000,0.020,0.000,algorithms.py:1538(take_nd)
 1,0.000,0.000,0.001,0.001,algorithms.py:4(<module>)
 1,0.000,0.000,0.000,0.000,align.py:2(<module>)
 1,0.000,0.000,0.000,0.000,align.py:44(_filter_special_cases)
 1,0.000,0.000,0.000,0.000,annotation.py:12(<module>)
 1,0.000,0.000,0.000,0.000,annotation.py:18(Annotated)
 275,0.003,0.000,0.003,0.000,annotation.py:181(_new_annotation_type)
 3,0.000,0.000,0.004,0.001,annotation.py:202(_prepare_annotations)
 1,0.000,0.000,0.016,0.016,api.py:1(<module>)
 1,0.000,0.000,0.003,0.003,api.py:10(<module>)
 2,0.000,0.000,0.000,0.000,api.py:132(decorate)
 2,0.000,0.000,0.000,0.000,api.py:22(_event_key)
 6,0.000,0.000,0.048,0.008,api.py:3(<module>)
 2,0.000,0.000,0.000,0.000,api.py:33(listen)
 3,0.000,0.000,0.000,0.000,api.py:44(_get_objs_combined_axis)
 1,0.000,0.000,0.222,0.222,api.py:5(<module>)
 1,0.000,0.000,0.000,0.000,api.py:56(TimeGrouper)
 3,0.000,0.000,0.000,0.000,api.py:67(<listcomp>)
 3,0.000,0.000,0.000,0.000,api.py:73(_get_distinct_objs)
 3,0.000,0.000,0.000,0.000,api.py:87(_get_combined_index)
 2,0.000,0.000,0.000,0.000,api.py:97(listens_for)
 24/20,0.000,0.000,0.008,0.000,apipkg.py:133(__makeattr)
 2,0.000,0.000,0.000,0.000,apipkg.py:16(_py_abspath)
 1,0.000,0.000,0.000,0.000,apipkg.py:174(AliasModule)
 1,0.000,0.000,0.000,0.000,apipkg.py:185(AliasModule)
 1,0.000,0.000,0.000,0.000,apipkg.py:40(initpkg)
 1,0.000,0.000,0.000,0.000,apipkg.py:53(<listcomp>)
 1,0.000,0.000,0.008,0.008,apipkg.py:68(importobj)
 1,0.000,0.000,0.000,0.000,apipkg.py:7(<module>)
 1,0.000,0.000,0.000,0.000,apipkg.py:80(ApiModule)
 1,0.000,0.000,0.000,0.000,apipkg.py:88(__docset)
 10/1,0.000,0.000,0.000,0.000,apipkg.py:92(__init__)
 10,0.000,0.000,0.000,0.000,apipkg.py:94(<listcomp>)
 1,0.000,0.000,0.000,0.000,app.py:106(_write_application)
 1,0.000,0.000,0.000,0.000,app.py:110(_write_doc_security)
 1,0.000,0.000,0.000,0.000,app.py:114(_write_scale_crop)
 1,0.000,0.000,0.000,0.000,app.py:118(_write_heading_pairs)
 1,0.000,0.000,0.000,0.000,app.py:12(App)
 1,0.000,0.000,0.000,0.000,app.py:124(_write_titles_of_parts)
 2,0.000,0.000,0.000,0.000,app.py:137(_write_vt_vector)
 3,0.000,0.000,0.000,0.000,app.py:157(_write_vt_data)
 1,0.000,0.000,0.000,0.000,app.py:161(_write_company)
 1,0.000,0.000,0.000,0.000,app.py:166(_write_manager)
 1,0.000,0.000,0.000,0.000,app.py:173(_write_links_up_to_date)
 1,0.000,0.000,0.000,0.000,app.py:177(_write_shared_doc)
 1,0.000,0.000,0.000,0.000,app.py:181(_write_hyperlink_base)
 1,0.000,0.000,0.000,0.000,app.py:190(_write_hyperlinks_changed)
 1,0.000,0.000,0.000,0.000,app.py:194(_write_app_version)
 1,0.000,0.000,0.000,0.000,app.py:25(__init__)
 1,0.000,0.000,0.000,0.000,app.py:37(_add_part_name)
 2,0.000,0.000,0.000,0.000,app.py:41(_add_heading_pair)
 1,0.000,0.000,0.000,0.000,app.py:52(_set_properties)
 1,0.000,0.000,0.000,0.000,app.py:62(_assemble_xml_file)
 1,0.000,0.000,0.000,0.000,app.py:9(<module>)
 1,0.000,0.000,0.000,0.000,app.py:93(_write_properties)
 1,0.000,0.000,0.000,0.000,argparse.py:1009(_HelpAction)
 1,0.000,0.000,0.000,0.000,argparse.py:1028(_VersionAction)
 1,0.000,0.000,0.000,0.000,argparse.py:1054(_SubParsersAction)
 1,0.000,0.000,0.000,0.000,argparse.py:1056(_ChoicesPseudoAction)
 1,0.000,0.000,0.000,0.000,argparse.py:109(_AttributeHolder)
 1,0.000,0.000,0.000,0.000,argparse.py:1150(FileType)
 1,0.000,0.000,0.000,0.000,argparse.py:1204(Namespace)
 1,0.000,0.000,0.000,0.000,argparse.py:1224(_ActionsContainer)
 1,0.000,0.000,0.000,0.000,argparse.py:150(HelpFormatter)
 1,0.000,0.000,0.000,0.000,argparse.py:1531(_ArgumentGroup)
 1,0.000,0.000,0.000,0.000,argparse.py:1565(_MutuallyExclusiveGroup)
 1,0.000,0.000,0.000,0.000,argparse.py:1585(ArgumentParser)
 1,0.000,0.000,0.000,0.000,argparse.py:200(_Section)
 1,0.000,0.000,0.000,0.000,argparse.py:62(<module>)
 1,0.000,0.000,0.000,0.000,argparse.py:641(RawDescriptionHelpFormatter)
 1,0.000,0.000,0.000,0.000,argparse.py:652(RawTextHelpFormatter)
 1,0.000,0.000,0.000,0.000,argparse.py:663(ArgumentDefaultsHelpFormatter)
 1,0.000,0.000,0.000,0.000,argparse.py:680(MetavarTypeHelpFormatter)
 1,0.000,0.000,0.000,0.000,argparse.py:713(ArgumentError)
 1,0.000,0.000,0.000,0.000,argparse.py:733(ArgumentTypeError)
 1,0.000,0.000,0.000,0.000,argparse.py:742(Action)
 1,0.000,0.000,0.000,0.000,argparse.py:833(_StoreAction)
 1,0.000,0.000,0.000,0.000,argparse.py:868(_StoreConstAction)
 1,0.000,0.000,0.000,0.000,argparse.py:891(_StoreTrueAction)
 1,0.000,0.000,0.000,0.000,argparse.py:908(_StoreFalseAction)
 1,0.000,0.000,0.000,0.000,argparse.py:925(_AppendAction)
 1,0.000,0.000,0.000,0.000,argparse.py:962(_AppendConstAction)
 1,0.000,0.000,0.000,0.000,argparse.py:988(_CountAction)
 1,0.000,0.000,0.005,0.005,array_.py:1(<module>)
 1,0.000,0.000,0.000,0.000,arraypad.py:5(<module>)
 1,0.000,0.000,0.000,0.000,arrayprint.py:1109(IntegerFormat)
 1,0.000,0.000,0.000,0.000,arrayprint.py:1122(BoolFormat)
 1,0.000,0.000,0.000,0.000,arrayprint.py:1132(ComplexFloatingFormat)
 1,0.000,0.000,0.000,0.000,arrayprint.py:1161(ComplexFormat)
 1,0.000,0.000,0.000,0.000,arrayprint.py:1168(LongComplexFormat)
 1,0.000,0.000,0.000,0.000,arrayprint.py:1176(_TimelikeFormat)
 1,0.000,0.000,0.000,0.000,arrayprint.py:1202(DatetimeFormat)
 1,0.000,0.000,0.000,0.000,arrayprint.py:1234(TimedeltaFormat)
 1,0.000,0.000,0.000,0.000,arrayprint.py:1239(SubArrayFormat)
 1,0.000,0.000,0.000,0.000,arrayprint.py:1249(StructuredVoidFormat)
 1,0.000,0.000,0.000,0.000,arrayprint.py:1286(StructureFormat)
 2,0.000,0.000,0.000,0.000,arrayprint.py:1506(set_string_function)
 2,0.000,0.000,0.000,0.000,arrayprint.py:440(_recursive_guard)
 2,0.000,0.000,0.000,0.000,arrayprint.py:450(decorating_function)
 1,0.000,0.000,0.000,0.000,arrayprint.py:5(<module>)
 1,0.000,0.000,0.000,0.000,arrayprint.py:810(FloatingFormat)
 1,0.000,0.000,0.000,0.000,arrayprint.py:953(FloatFormat)
 1,0.000,0.000,0.000,0.000,arrayprint.py:960(LongFloatFormat)
 1,0.000,0.000,0.000,0.000,arrays.py:3(<module>)
 115,0.000,0.000,0.001,0.000,arrays.py:7(extract_array)
 1,0.000,0.000,0.000,0.000,arraysetops.py:27(<module>)
 1,0.000,0.000,0.000,0.000,arrayterator.py:20(Arrayterator)
 1,0.000,0.000,0.000,0.000,arrayterator.py:9(<module>)
 1,0.000,0.000,0.000,0.000,ast.py:229(NodeVisitor)
 1,0.000,0.000,0.000,0.000,ast.py:26(<module>)
 1,0.000,0.000,0.000,0.000,ast.py:266(NodeTransformer)
 2,0.000,0.000,0.000,0.000,attr.py:139(append)
 7,0.000,0.000,0.000,0.000,attr.py:160(_assign_cls_collection)
 5,0.000,0.000,0.000,0.000,attr.py:166(update_subclass)
 9,0.000,0.000,0.000,0.000,attr.py:173(<listcomp>)
 2,0.000,0.000,0.000,0.000,attr.py:195(for_modify)
 1,0.000,0.000,0.000,0.000,attr.py:205(_InstanceLevelDispatch)
 1,0.000,0.000,0.000,0.000,attr.py:212(_EmptyListener)
 1,0.000,0.000,0.000,0.000,attr.py:273(_CompoundListener)
 1,0.000,0.000,0.001,0.001,attr.py:30(<module>)
 1,0.000,0.000,0.000,0.000,attr.py:311(_ListenerCollection)
 1,0.000,0.000,0.000,0.000,attr.py:390(_JoinedListener)
 1,0.000,0.000,0.000,0.000,attr.py:46(RefCollection)
 1,0.000,0.000,0.000,0.000,attr.py:49(_memoized_attr_ref)
 1,0.000,0.000,0.000,0.000,attr.py:53(_empty_collection)
 1,0.000,0.000,0.000,0.000,attr.py:70(_ClsLevelDispatch)
 42,0.000,0.000,0.008,0.000,attr.py:82(__init__)
 2,0.000,0.000,0.000,0.000,attr.py:98(_adjust_fn_spec)
 1,0.000,0.000,0.001,0.001,autotimeit.py:2(<module>)
 2,0.000,0.000,0.008,0.004,base.py:1(<module>)
 1,0.000,0.000,0.002,0.002,base.py:10(<module>)
 42,0.000,0.000,0.000,0.000,base.py:100(_make_arithmetic_op)
 1,0.000,0.000,0.000,0.000,base.py:100(_reset_cache)
 1,0.000,0.000,0.000,0.000,base.py:1006(ExtensionScalarOpsMixin)
 6,0.000,0.000,0.000,0.000,base.py:1009(<listcomp>)
 6,0.000,0.000,0.028,0.005,base.py:1023(to_native_types)
 4,0.000,0.000,0.000,0.000,base.py:103(_event_descriptors)
 6,0.000,0.000,0.027,0.004,base.py:1049(_format_native_types)
 1,0.000,0.000,0.000,0.000,base.py:107(_DialectArgDict)
 1,0.000,0.000,0.000,0.000,base.py:11(_DtypeOpsMixin)
 32,0.000,0.000,0.001,0.000,base.py:1117(__iter__)
 2,0.000,0.000,0.000,0.000,base.py:115(_listen)
 8,0.000,0.000,0.000,0.000,base.py:1236(_get_names)
 1,0.000,0.000,0.000,0.000,base.py:127(NoNewAttributesMixin)
 3,0.000,0.000,0.000,0.000,base.py:138(_freeze)
 1,0.000,0.000,0.000,0.000,base.py:139(DialectKWArgs)
 13,0.000,0.000,0.000,0.000,base.py:1395(nlevels)
 1,0.000,0.000,0.000,0.000,base.py:14(GroupByMixin)
 9,0.000,0.000,0.000,0.000,base.py:143(__setattr__)
 1,0.000,0.000,0.000,0.000,base.py:144(InvalidIndexError)
 1,0.000,0.000,0.000,0.000,base.py:148(ExtensionDtype)
 1,0.000,0.000,0.000,0.000,base.py:154(_EventMeta)
 3,0.000,0.000,0.000,0.000,base.py:1579(is_monotonic)
 1,0.000,0.000,0.000,0.000,base.py:158(GroupByError)
 5,0.000,0.000,0.009,0.002,base.py:158(__init__)
 3,0.000,0.000,0.000,0.000,base.py:1586(is_monotonic_increasing)
 1,0.000,0.000,0.000,0.000,base.py:1602(ExceptionContextImpl)
 1,0.000,0.000,0.000,0.000,base.py:162(DataError)
 1,0.000,0.000,0.000,0.000,base.py:1629(Transaction)
 5,0.000,0.000,0.009,0.002,base.py:163(_create_dispatcher_class)
